nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Federacao Interf. Das Coop. De Trabalho Medico Do Estado De Minas Gerais,Outros,N/D,Nacional,14134084,1413408,57420,0.6293,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Parintins Amazonas Transmissora De Energia S.A,Energia,SP,Sudeste,11211355,1121136,45546,0.6293,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Costa Brasil,Outros,N/D,Nacional,13480000,1348000,54762,0.6291,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
"Rio Negro Ambiental, Captacao, Tratamento E Distribuicao De Aguas Spe S.A",Petróleo e Gás,N/D,Nacional,12160000,1216000,49400,0.6291,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Pos Cash Servicos De Informatica Ltda,Outros,N/D,Nacional,11920000,1192000,48425,0.6289,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ceara Motos,Outros,N/D,Nacional,15170400,1517040,61630,0.6289,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Dellamed,Outros,N/D,Nacional,15000000,1500000,60938,0.6289,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Manatex Textil Ltda,Outros,N/D,Nacional,11213190,1121319,45554,0.6289,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mirador Importacao E Exportacao Ltda,Outros,N/D,Nacional,17464646,1746465,70950,0.6288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cincoefe Participacoes,Outros,N/D,Nacional,12077335,1207734,49064,0.6288,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Be8 Exportacao E Importacao Ltda,Outros,N/D,Nacional,13343990,1334399,54210,0.6288,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Higra Industrial Ltda,Outros,N/D,Nacional,9132417,913242,37100,0.6287,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Imi Brasil Trading Ltda.,Outros,N/D,Nacional,12837201,1283720,52151,0.6287,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Metalmecanica Maia Ltda,Outros,N/D,Nacional,9049444,904944,36763,0.6286,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Sociedade De Ensino Superior E De Pesquisa De Sergipe Ltda - Sesps,Outros,N/D,Nacional,10531185,1053118,42783,0.6286,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Pacifico Industria E Comercio De Oleos E Proteinas Ltda.,Outros,N/D,Nacional,11440000,1144000,46475,0.6286,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Agrosul Catarinense,Outros,N/D,Nacional,12060000,1206000,48994,0.6285,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Farmacias Ultramed Popular Ltda,Petróleo e Gás,SP,Sudeste,11332800,1133280,46040,0.6284,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ellece Empreendimentos Ltda,Outros,N/D,Nacional,13200000,1320000,53625,0.6283,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Datta Distribuidora De Pecas E Acessorios Agricolas Ltda,Petróleo e Gás,N/D,Nacional,11120000,1112000,45175,0.6282,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Spe Gl Events Centro De Convencoes Salvador Ltda,Outros,N/D,Nacional,10902514,1090251,44291,0.6281,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Bettamark Comercio Exterior Ltda,Outros,N/D,Nacional,12093600,1209360,49130,0.628,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Lenz & Cia Ltda,Outros,N/D,Nacional,13920000,1392000,56550,0.6278,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Luiza Barcelos Calcados S/A,Outros,N/D,Nacional,10800000,1080000,43875,0.6278,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Perterra Insumos Agropecuarios S.A.,Outros,N/D,Nacional,13600000,1360000,55250,0.6277,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Eai Marketing Ltda,Outros,N/D,Nacional,13600000,1360000,55250,0.6277,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Fastline Logistica Automotiva Ltda,Logística,SP,Sudeste,10946000,1094600,44468,0.6276,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Dalmobile,Outros,N/D,Nacional,18240000,1824000,74100,0.6276,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Amo Sudoeste Ltda,Outros,N/D,Nacional,10760482,1076048,43714,0.6276,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Soneda Perfumaria Ltda.,Outros,N/D,Nacional,8945098,894510,36339,0.6276,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Enaex,Outros,N/D,Nacional,10080000,1008000,40950,0.6275,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Audaces Automacao E Informatica Industrial Ltda,Outros,N/D,Nacional,8528000,852800,34645,0.6275,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Sementes Estrela Comercio Importacao E Exportacao Ltda.,Outros,N/D,Nacional,8160000,816000,33150,0.6275,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Convaco Construtora Vale Do Aco Ltda,Mineração e Siderurgia,RJ,Sudeste,8160000,816000,33150,0.6275,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Santerra Comercio E Distribuicao De Produtos Agricolas Ltda,Petróleo e Gás,N/D,Nacional,12327200,1232720,50079,0.6274,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Mig,Outros,N/D,Nacional,16436174,1643617,66772,0.6274,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Stecar America Ltda,Outros,N/D,Nacional,11534154,1153415,46858,0.6273,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Vd Pneus Ltda,Outros,N/D,Nacional,10205066,1020507,41458,0.6273,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Jazam Alimentos,Outros,N/D,Nacional,10600000,1060000,43062,0.6273,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Pelicano Construcoes,Outros,N/D,Nacional,16800000,1680000,68250,0.627,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Simples Dental Software S.A.,Outros,N/D,Nacional,12005483,1200548,48772,0.627,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Sh Industrial Ltda,Outros,N/D,Nacional,11124170,1112417,45192,0.627,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Q Passo Alimentos Ltda,Outros,N/D,Nacional,10924556,1092456,44381,0.6269,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Gem Assistencia Medica Especializada S/A,Outros,N/D,Nacional,10566627,1056663,42927,0.6268,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Telemont,Outros,N/D,Nacional,10528003,1052800,42770,0.6267,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Sociedade Educacional Interativa Ltda,Outros,N/D,Nacional,11486909,1148691,46666,0.6266,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Posto Nautico Farol Ltda,Outros,N/D,Nacional,11216000,1121600,45565,0.6266,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Tectron,Outros,N/D,Nacional,12560000,1256000,51025,0.6265,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Braesi Equipamentos Para Alimentacao Ltda.,Outros,N/D,Nacional,9618798,961880,39076,0.6264,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Imeca Industria Metalurgica Ltda,Outros,N/D,Nacional,11018400,1101840,44762,0.6263,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grupo Alcast Do Brasil,Outros,N/D,Nacional,12568480,1256848,51059,0.6263,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Yoshida Nordeste S A Industria E Comercio,Outros,N/D,Nacional,14126349,1412635,57388,0.6262,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Trisolo Produtos Agricolas,Outros,N/D,Nacional,15011200,1501120,60983,0.6262,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mv Sistemas,Outros,N/D,Nacional,12856000,1285600,52228,0.6262,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Eletropoll Eletrodutos Metalicos Ltda,Energia,N/D,Nacional,13100338,1310034,53220,0.6261,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Gpl Brasil,Outros,N/D,Nacional,9680264,968026,39326,0.626,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Superline Telecom,Telecomunicações,N/D,Nacional,58891889,5889189,239248,0.626,,LIE: R$0.0M | Rouanet: R$0.7M | Total historico 2022-2025: R$0.7M
Minasmaquinas Jf Ltda,Outros,N/D,Nacional,11680000,1168000,47450,0.626,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cecon - Centro Capixaba De Oncologia S.A.,Outros,N/D,Nacional,11419446,1141945,46392,0.626,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
D. C. Secco & Cia Ltda,Outros,N/D,Nacional,8480000,848000,34450,0.626,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Madeiras Salamoni Ltda,Outros,N/D,Nacional,12480000,1248000,50700,0.6259,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Svp Comercio De Alimentos Ltda,Outros,N/D,Nacional,8478694,847869,34445,0.6258,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Zygo Servicos De Tecnologia S.A.,Outros,N/D,Nacional,10320000,1032000,41925,0.6258,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Centro De Ensino Espinoza Ltda,Outros,N/D,Nacional,12678077,1267808,51505,0.6258,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Irmaos Teixeira De Carvalho Ltda,Outros,N/D,Nacional,10000000,1000000,40625,0.6257,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Pittol Calcados Ltda,Outros,N/D,Nacional,18080000,1808000,73450,0.6256,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Comercio De Combustiveis Pastorello S.A.,Outros,N/D,Nacional,9608000,960800,39032,0.6255,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Incoeste Industria E Comercio De Postes Centro-Oeste Ltda,Outros,N/D,Nacional,12526880,1252688,50890,0.6255,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Fundicao B. B. Ltda.,Outros,N/D,Nacional,9056154,905615,36791,0.6255,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Samaq Comercial De Maquinas Ltda,Outros,N/D,Nacional,11386400,1138640,46257,0.6254,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grupo Sigla,Outros,N/D,Nacional,10432758,1043276,42383,0.6254,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Oleoplan Para Industria De Biocombustivel Ltda,Outros,N/D,Nacional,11000000,1100000,44688,0.6254,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Itaquareia Industria Extrativa De Minerios,Mineração e Siderurgia,N/D,Nacional,10200000,1020000,41438,0.6254,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Industria Dryko Ltda,Outros,N/D,Nacional,13920000,1392000,56550,0.6252,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Sinalsul Industria De Auto Pecas Ltda,Outros,N/D,Nacional,12560000,1256000,51025,0.625,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Spartan Do Brasil Produtos Quimicos Ltda,Outros,N/D,Nacional,12095120,1209512,49136,0.625,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Legus Agroindustrial Ltda,Outros,N/D,Nacional,10080000,1008000,40950,0.6249,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Peninsula Comercial De Alimentos Ltda,Outros,N/D,Nacional,10752812,1075281,43683,0.6249,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Curinga Veiculos Ltda,Outros,N/D,Nacional,12240000,1224000,49725,0.6249,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Grupo Promex,Outros,N/D,Nacional,10054640,1005464,40847,0.6248,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Miller- Comercio De Alimentos Ltda,Outros,N/D,Nacional,10564239,1056424,42917,0.6248,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Salute Locacao E Empreendimentos Ltda,Outros,N/D,Nacional,10664439,1066444,43324,0.6247,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Beta Correspondente E Tecnologia Ltda,Outros,N/D,Nacional,10018800,1001880,40701,0.6246,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Frimesa,Outros,N/D,Nacional,10020000,1002000,40706,0.6246,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grupo Salta Educação,Outros,N/D,Nacional,10919394,1091939,44360,0.6246,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Veneza Diesel Comercio Ltda,Outros,N/D,Nacional,9067822,906782,36838,0.6245,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Nova Toriba Veiculos Ltda,Outros,N/D,Nacional,11440000,1144000,46475,0.6245,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Asaas Gestao Financeira Instituicao De Pagamento S.A.,Financeiro,N/D,Nacional,10880000,1088000,44200,0.6245,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Adeste Produtos Animais E Vegetais Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.6243,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ariam Metarlugia,Outros,N/D,Nacional,22400000,2240000,91000,0.6241,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Televisao Vitoria S/A,Outros,N/D,Nacional,13520000,1352000,54925,0.6241,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
La Fontaine Comercio De Veiculos Ltda,Outros,N/D,Nacional,9408377,940838,38222,0.624,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Milenio Comercio De Alimentos Ltda,Outros,N/D,Nacional,11471883,1147188,46605,0.624,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Rent Cars,Outros,N/D,Nacional,10980000,1098000,44606,0.624,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Nks Importacoes E Exportacoes Industria E Comercio De Calcados Ltda.,Outros,N/D,Nacional,8800000,880000,35750,0.6239,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Eletrotrafo Produtos Eletricos Ltda,Energia,N/D,Nacional,11875478,1187548,48244,0.6238,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Carbel,Outros,N/D,Nacional,10320000,1032000,41925,0.6238,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Gzt Comercio E Importacao,Outros,N/D,Nacional,10572704,1057270,42952,0.6236,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Alvorada Pneus Distribuidora Automotiva Ltda,Petróleo e Gás,SP,Sudeste,13362640,1336264,54286,0.6235,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Grupo Betania,Outros,N/D,Nacional,11761235,1176124,47780,0.6235,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Sh Industria De Metalurgia E Servicos Ltda,Outros,N/D,Nacional,9680000,968000,39325,0.6234,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Hospital Do Rocio,Outros,N/D,Nacional,10132967,1013297,41165,0.6234,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Freudenberg-Nok Componentes Brasil Ltda,Outros,N/D,Nacional,14142726,1414273,57455,0.6233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Haitong Brasil,Outros,N/D,Nacional,10260000,1026000,41681,0.6232,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Eqi Investimentos,Telecomunicações,N/D,Nacional,8551911,855191,34742,0.6232,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Capricornio,Outros,N/D,Nacional,8392774,839277,34096,0.6231,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Trapp,Outros,N/D,Nacional,19440000,1944000,78975,0.6231,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ubm,Outros,N/D,Nacional,11441360,1144136,46481,0.6231,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Patologia Clinica Dr Geraldo Lustosa Cabral Ltda,Outros,N/D,Nacional,9670944,967094,39288,0.6231,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mcw Produtos Medicos E Hospitalares Ltda,Outros,N/D,Nacional,9656000,965600,39228,0.6231,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Uruana Comercial De Alimentos S/A,Outros,N/D,Nacional,10055289,1005529,40850,0.623,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
2B Solucoes Em Tecnologia Ltda,Outros,N/D,Nacional,11838788,1183879,48095,0.6229,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ev Comercio De Veiculos Ltda,Outros,N/D,Nacional,9519353,951935,38672,0.6229,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Austen Processos Metalurgicos Ltda,Outros,N/D,Nacional,9600000,960000,39000,0.6228,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Orsegups Monitoramento Eletronico Ltda,Energia,N/D,Nacional,9600000,960000,39000,0.6228,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Atria Lub Comercio De Lubrificantes S.A.,Outros,N/D,Nacional,9599973,959997,39000,0.6228,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Distribuidora E Representacoes Schweickardt Ltda.,Petróleo e Gás,N/D,Nacional,10377600,1037760,42159,0.6227,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Van Distribuidora De Produtos Ltda.,Petróleo e Gás,N/D,Nacional,12382932,1238293,50306,0.6226,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Hospital De Clinicas Rio Mar Barra Ltda,Outros,N/D,Nacional,11200000,1120000,45500,0.6225,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grand Motors Comercio De Veiculos Ltda.,Outros,N/D,Nacional,12400000,1240000,50375,0.6224,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Zampa Agroindustrial Ltda,Outros,N/D,Nacional,9482046,948205,38521,0.6223,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Secopi-Servicos Comercias Do Piaui Ltda,Outros,N/D,Nacional,10513674,1051367,42712,0.6223,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Jolitex,Outros,N/D,Nacional,31200000,3120000,126750,0.6222,,LIE: R$0.0M | Rouanet: R$0.4M | Total historico 2022-2025: R$0.4M
Dupatri Hospitalar,Outros,N/D,Nacional,8953280,895328,36373,0.6222,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Tubotecnico Industria E Comercio De Embalagens Ltda,Outros,N/D,Nacional,10451122,1045112,42458,0.6221,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Avelino Bragagnolo,Outros,N/D,Nacional,11385241,1138524,46253,0.6221,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Fremix Pavimentacao E Construcoes Ltda. -,Outros,N/D,Nacional,8903267,890327,36170,0.6221,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Multinova - Industria De Embalagens Plasticas Ltda.,Outros,N/D,Nacional,11440000,1144000,46475,0.622,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Rh Global Consultoria E Assessoria Ltda.,Outros,N/D,Nacional,9655680,965568,39226,0.6219,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Gl Events Exhibitions Ltda,Outros,N/D,Nacional,9396602,939660,38174,0.6219,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Agroforte,Outros,N/D,Nacional,11289840,1128984,45865,0.6218,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Uniconsult - Administradora De Beneficios E Servicos Ltda,Outros,N/D,Nacional,9347750,934775,37975,0.6217,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Unimed Mg,Saúde,N/D,Nacional,10699579,1069958,43467,0.6217,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Industria E Comercio De Palheiros Paulistinha Ltda,Outros,N/D,Nacional,9379274,937927,38103,0.6217,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
G.Pmm Planejamento De Marketing E Mercado Ltda,Outros,SP,Sudeste,9200000,920000,37375,0.6217,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Atri Comercial Ltda,Outros,N/D,Nacional,9048000,904800,36758,0.6215,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Rek Parking Empreendimentos E Participacoes Ltda,Outros,N/D,Nacional,10660334,1066033,43308,0.6214,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Perfilisa Industria De Plasticos De Engenharia Ltda,Outros,N/D,Nacional,11240000,1124000,45662,0.6213,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Tegma Logistica De Armazens Ltda.,Logística,N/D,Nacional,9360400,936040,38027,0.6213,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Iochpe-Maxion,Outros,N/D,Nacional,10486510,1048651,42601,0.6213,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Nova Galleria Empreendimentos Imobiliarios Ltda.,Outros,N/D,Nacional,9328268,932827,37896,0.6212,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cigel Industrial Ltda,Outros,N/D,Nacional,10165720,1016572,41298,0.6211,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Eduardo Henrique De A Silva,Outros,N/D,Nacional,11160000,1116000,45338,0.6211,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Supplier,Outros,N/D,Nacional,9128000,912800,37082,0.6207,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cometa Manaus Comercio De Motos Ltda,Outros,N/D,Nacional,8480000,848000,34450,0.6206,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
De Marchi,Outros,N/D,Nacional,9960000,996000,40462,0.6206,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Aguetoni,Outros,N/D,Nacional,9520000,952000,38675,0.6206,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Abimex,Outros,N/D,Nacional,14704000,1470400,59735,0.6205,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Comercial De Alimentos Ceres S/A,Outros,N/D,Nacional,9419671,941967,38267,0.6205,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Permetal,Outros,N/D,Nacional,12896000,1289600,52390,0.6203,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Rizzi & Cia Ltda,Outros,N/D,Nacional,10120000,1012000,41112,0.6203,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
